url,title,content
https://minister.dva.gov.au/news-and-media/minister/nations-appreciation,A Nation's Appreciation,"Today, on National Servicemen’s Day, Australia honours the thousands of men who served as National Servicemen, or “Nashos”.
Whether stationed at home or deployed overseas to locations including Borneo, Malaysia, Papua New Guinea, Vietnam and Korea, Nashos played a vital role in protecting the nation.
They put their lives on hold, and on the line, to bolster Australia’s defence.
Between 1951 and 1972, more than 280,000 Australians participated in two National Service Schemes. In the 1950s Scheme, some 33,000 men were called up for annual training at 18 years old. In the 1964-1972 Scheme, more than 804,000 men registered and more than 63,000 were called up to serve through a birthday ballot.
More than 15,000 Nashos served in the Vietnam War, where some 200 lost their lives and more than 1,200 were wounded.
All national servicemen, even if they weren’t deployed, are entitled to a White Card from the Department of Veterans’ Affairs that includes mental health support.
The passage of the Veterans Entitlements, Treatment and Support (Harmonisation and Simplification) Bill 2024 through Parliament on 13 February means that all claims lodged by National Servicemen on or after 1 July 2026 would be investigated and determined under the
Military Rehabilitation and Compensation Act 2004
. This could result in up to 45,000 National Serviceman becoming eligible for benefits such as Gold Cards, Special Rate Disability Pension, and access the Veterans’ Review Board, which has not been available to them under previous legislation.
Today we honour all Nashos and pay tribute to those who lost their lives. We owe them all a debt of gratitude for their service to the nation.
Media contact
Stephanie Mathews (Minister Keogh’s Office):
0407 034 485
DVA Media:
media.team@dva.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/spectacular-start-invictus-games,A spectacular start to the Invictus Games,"Team Australia joined roughly 5,000 attendees at last night’s spectacular opening ceremony for the Invictus Games Vancouver Whistler 2025, which for the first time will incorporate winter sports including skiing, snowboarding, wheelchair curling and biathlon.
The combined Australian team of 33 current and former serving military personnel, enjoyed the full show of live music – featuring Chris Martin and Katy Perry, the Parade of Nations, stunning performances and moving stories to mark the start of the games.
The Invictus Games are an international, adaptive multi-sports competition for current and former serving military personnel who have been wounded, injured or become ill during their military service.
Competitors will compete in both individual and team sports including alpine skiing, snowboarding, indoor rowing, biathlon, Nordic skiing, sitting volleyball, skeleton, swimming, wheelchair basketball, wheelchair curling and wheelchair rugby.
Invictus Games Vancouver Whistler 2025 will bring together up to 550 serving and former serving military personnel from up to 25 nations and runs from 8 to 16 February 2025.
Quotes attributable to Minister for Defence Personnel, the Hon Matt Keogh MP:
“I acknowledge the important role our competitors’ family and friends have played in supporting them. The Invictus Games are as much about our competitors’ commitment and service as it is their athleticism, and I thank them for their support.
“Our competitors have exceeded every expectation to make it to the starting line.”
MEDIA NOTE:
More information, including competitor biographies, is online at:
https://www.defence.gov.au/invictusgames
Imagery of the ceremony is available at:
https://images.defence.gov.au/S20250198
Media contact
Stephanie Mathews (Minister Keogh’s Office):
0407 034 485
Squadron Leader Amanda Scott (Head of Public Affairs, Team Australia, Invictus Games 2025):
0422 608 291
Defence Media:
media@defence.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/reappointment-director-australian-war-memorial,Reappointment of Director of the Australian War Memorial,"Mr Matthew Anderson PSM has been reappointed as Director of the Australian War Memorial, continuing his work leading one of our nation’s most cherished and visited cultural institutions.
The Australian War Memorial embodies the nation’s commitment to remember, understand and commemorate the service and sacrifice of Australians.
Mr Anderson has served as the Memorial’s Director for the past five years. His reappointment for an additional five years will provide stability and ensure the continued successful operation of the Memorial.
Mr Anderson will also continue to oversee the Memorial’s major redevelopment project that’s on track for completion in June 2028.
Mr Anderson spent eight years as an Australian Army Officer and then a senior diplomat with postings as Deputy High Commissioner to the United Kingdom, Ambassador to Afghanistan and High Commissioner to the Solomon Islands and Samoa.
I look forward to seeing more of his achievements in the years to come.
Media contact
Stephanie Mathews (Minister Keogh’s Office): 0407 034 485
DVA Media:
media.team@dva.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/michael-manthorpe-psm-appointed-interim-head-defence-and-veterans-service-commission,Michael Manthorpe PSM Appointed Interim Head of the Defence and Veterans' Service Commission,"The Albanese Labor Government is continuing to deliver on our response to the Royal Commission into Defence and Veteran Suicide through swift action on key recommendations.
The Albanese Government has appointed Mr Michael Manthorpe PSM as the Interim Head of the Defence and Veterans’ Service Commission. Mr Manthorpe will head the interim organisation and work across government to deliver the establishment of a legislated oversight body by September 2025.
This appointment is a significant milestone in implementing recommendation 122 of the Royal Commission’s Final Report.
Mr Manthorpe has served in the Australian Public Service for 37 years, including as Commonwealth Ombudsman, which incorporates the roles of Defence Force Ombudsman, among others, from 2017 to 2021.
The Albanese Government is committed to the delivery of the entity which will provide independent oversight and evidence-based advice to improve suicide prevention, and drive better outcomes for serving and ex-serving ADF personnel.
As part of the Albanese Government’s response to the Royal Commission, we have committed $9.5 million of funding, as part of MYEFO, to support its implementation, including:
$5 million over two years to fund the appointment of the Interim Head of the Defence and Veterans’ Service Commission, and to establish a cross agency taskforce to provide advice to Government; and
$4.5 million in 2024-25 to fund consultations for both a new agency within DVA focused on veteran wellbeing and a new peak body for ex-service organisations.
Media contact
Stephanie Mathews (Minister Keogh’s Office): 0407 034 485
DVA Media:
media.team@dva.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/more-support-defence-and-veteran-families,More Support for Defence and Veteran Families,"Today the Albanese Government is releasing the
Defence and Veteran Family Wellbeing Strategy 2025-2030
(The Family Strategy).
This delivers on Labor’s election commitment to identify ways to better support the families of our Defence personnel and veterans.
The related Action plan will further assist in responding to the Royal Commission into Defence and Veteran Suicide’s Final Report.
The Strategy and its associated Action Plan will focus on three priorities:
Informed engagement
— Families can find the information they need when they need it. This will help them to access available supports and make informed decisions.
Supported and secure
— Veterans and their families are supported to manage the impacts of their service and key life events through policies that are flexible and fit-for-purpose.
Recognised and Understood
— Continuous efforts are made to better understand family needs, including through research, engagement and evaluation.
Delivering the Strategy will help families to access appropriate housing solutions, offer greater certainty around locations for Defence Force personnel and their families, and provide better support during and after transition from ADF service.
The Strategy and Action Plan were developed in consultation with Defence and veteran families, whose lived experience provide the foundations for this document and the actions we will now take.
The Strategy and Action plan can be found on the
DVA website
.
Media contact:
Stephanie Mathews (Minister Keogh’s Office): 0407 034 485
DVA Media:
media.team@dva.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/joint-communique-veterans-ministerial-council-1,Joint Communique - Veterans' Ministerial Council,"Federal, State and Territory Ministers responsible for veterans’ matters met today to discuss how they can best work together to implement the Government’s response to the Royal Commission into Defence and Veteran Suicide.
The rate of veteran suicide is a national tragedy, and there is no time to waste in taking action on the recommendations of the Royal Commission.
The Council was briefed on the Response, in which the Australian Government agreed or agreed in principle to 104 of the Royal Commission’s 122 recommendations.
An additional 17 recommendations were noted for further work, while only one recommendation was not agreed to in part. Of the 17 recommendations noted for further work, five specifically refer to work to be considered in collaboration with the states and territories.
The Council agreed the Response will involve the most comprehensive reform of the culture, systems and processes supporting Defence personnel, veterans and veteran families ever undertaken.
In response to Recommendation 122 of the Final Report, for a new independent oversight body, the Albanese Government will prioritise the establishment of the Defence and Veterans Services Commission by September 2025, to oversee reform across the whole Defence ecosystem.
In the immediate term, a new taskforce will be established in the Department of the Prime Minister and Cabinet (PM&C), to provide advice to Government on implementing the reforms over the short and long term, while prioritising the health and safety of Defence personnel and veterans.
The federal Department of Veterans’ Affairs will consult with the veteran community on a new agency focused on veteran wellbeing and continue consultation on a peak body for ex-service organisations.
For recommendations involving the states and territories, further work will be undertaken through the Commonwealth, State and Territory Committee and the new PM&C taskforce.
The Ministers agreed to work collaboratively on implementing the recommendations through the Commonwealth, State and Territory Committee, and to improve services and support for the veteran community across the nation.
Friday 13 December 2024
Media contact
Stephanie Mathews – 0407 034 485
Ministerial attendees
Australian Government (Chair): The Hon Matt Keogh MP
New South Wales: The Hon David Harris MP
Northern Territory: The Hon Jinson Charles MLA
Australian Capital Territory: Ms Suzanne Orr MLA
Queensland: Ms Janette Poole MP
South Australia: The Hon Mr Joe Szakacs MP
Tasmania: The Hon Jacquie Petrusma MP
Victoria: The Hon Natalie Suleyman MP
Western Australia: The Hon Paul Papalia MLA
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/governments-response-final-report-royal-commission-defence-and-veteran-suicide,Government’s response to the Final Report of the Royal Commission into Defence and Veteran Suicide,"The Albanese Government has today released its response to the Final Report of the Royal Commission into Defence and Veteran Suicide, setting out a plan for real, meaningful and enduring reform for Defence personnel, veterans and families.
The Royal Commission was the most significant and comprehensive inquiry conducted into suicide and suicidality in Defence and veteran communities. It heard harrowing evidence about the cultural problems within the Australian Defence Force (ADF) over time and identified deficiencies with the approach, services and support of the Department of Veterans’ Affairs (DVA).
The Albanese Government has accepted the overwhelming majority of the Royal Commission’s 122 recommendations: agreeing or agreeing-in-principle to 104 recommendations, noting 17 recommendations for further consideration and one recommendation is not supported in part.
Implementing this response will result in the most comprehensive reform ever undertaken to the culture, systems and processes across Defence, the ADF and DVA to prevent suicide and improve the mental health and wellbeing of serving personnel and veterans.
Consistent with key recommendations of the Royal Commission, the Government will:
Establish a new statutory entity to oversee enduring and systemic reform. This entity will provide independent oversight and evidence-based advice to improve suicide prevention, and drive better outcomes for serving and ex-serving ADF personnel.
An interim head will be appointed as soon as possible to work across government towards the establishment of a legislated oversight body by September 2025.
Establish a Taskforce in the Department of the Prime Minister and Cabinet which will draw in expertise from across Government as well as external experts to consider matters of detailed implementation.
Direct DVA to co-design, with the veteran community, a new agency focused on wellbeing to be established within DVA. This body will be focused on consultation and co-design with Defence and veteran communities, and their families, to ensure the agency meets their needs.
Fund DVA to continue consultation on the development of a national ex-service organisation peak body.
These reforms will be rolled out together with the implementation of the National Defence Strategy, to ensure that Defence’s most important capability – its people – receive the support and services they deserve as they work to keep Australians safe.
Work already underway
In August 2022, the Royal Commission’s Interim Report was delivered to Government, and we took swift action on all of its recommendations.
The reforms set out today build on the work already completed in response to the Interim Report, as well as the extensive work across Defence and DVA that commenced from the moment the Albanese Government took office, including:
Fully funding the Government’s response to the Royal Commission’s Interim Report, including $233.9 million to engage 500 new frontline staff at DVA to eliminate the compensation claims backlog, delivering on a key election commitment made by the Government.
Undertaking extensive consultation to develop legislation to simplify and harmonise the veteran compensation system. Legislation was introduced to the Parliament 3 July 2024.
Investing $254.1 million over four years to modernise and sustain DVA’s ageing IT systems to ensure more timely payments and better access to services for veterans and families.
In June 2023, the Government appointed the first three star Chief of Personnel who reports directly to the Chief of the Defence Force to drive systemic reform across the ADF.
Expanding and improving allowances, conditions of services and entitlements for serving ADF personnel and their families.
Investing more than $600 million to implement the 2024 Defence Workforce Plan and grow the ADF to deliver an integrated, focused force.
The implementation of the Government’s response to the Final Report of the Royal Commission will see the most comprehensive reform to the systems, processes and culture supporting Defence personnel and veterans ever undertaken in Australia.
Whilst this is a large and complex task, these reforms will ensure those who pursue a career in the ADF are supported from the time they join, throughout transition and in life after service.
The establishment of the Royal Commission into Defence and Veteran Suicide would not have occurred without those families who have lost loved ones, and advocates such as Senator Lambie. The Government thanks all those who bravely came forward to share their stories and give evidence to the Royal Commission. Their courage has made an enormous difference.
The Government’s full response to the Royal Commission is available on the
Defence
and
DVA
websites.
Quotes attributable to Prime Minister, Anthony Albanese:
“We have lost too many lives, and every single one is heartbreaking. Today I want to acknowledge every family and friend grieving the loss of a loved one.
“We called for this Royal Commission in Opposition and we supported it in Government.
“Today’s response to the Final Report of the Royal Commission is an historic opportunity to deliver lasting reform and support our Defence personnel, veterans and their families.”
Quotes attributable to Deputy Prime Minister, Richard Marles:
“The death by suicide of any Australian, including veterans and serving Defence personnel, is a national tragedy. Implementing the Royal Commission’s recommendations is not a simple task, but it is essential.
“The Albanese Government’s Response to the Final Report of the Royal Commission is our plan for systemic and enduring reform to make sure we are supporting our Defence and veteran communities.”
Quotes attributable to the Minister for Veterans’ Affairs and Defence Personnel, Matt Keogh:
“We thank all those who came forward and bravely told their story to the Royal Commission. Your courage and the Royal Commission’s work directs the necessary change needed to save lives.
“The Government’s response to the Royal Commission will deliver changes in Defence and DVA that will improve the lives of serving personnel, veterans and families today and into the future.”
NOTE ON REPORTING
Discussion of the issues covered in the Government’s Response to the Royal Commission into Defence and Veteran Suicide may be distressing for some people.
All serving and former ADF personnel and their families should know that if they need support they can contact Open Arms for free, 24 hours a day, seven days a week, on 1800 011 046 or visit
www.openarms.gov.au
, or Lifeline on
13 11 14
or by visiting
www.lifeline.org.au
.
Media contacts
Prime Minister's Office: 02 6277 7744 |
Media@pm.gov.au
Deputy Prime Minister's Office: 02 6277 7800 |
dpm.media@defence.gov.au
Minister Keogh's Office: Stephanie Mathews: 0407 034 485
Defence Media:
media@defence.gov.au
DVA Media:
media.team@dva.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/2024-prime-ministers-national-veteran-employment-awards-winners-announced,2024 Prime Minister's National Veteran Employment Awards winners announced,"Champions of veteran employment were celebrated last night at the 2024 Prime Minister’s National Veteran Employment Awards in Canberra.
The event is an important opportunity to acknowledge the incredibly valuable contribution veterans make in civilian life and the employers who support them.
By shining a light on their successes, the Awards encourage civilian organisations to embrace the wealth of experience and capability that veterans bring to their teams.
The valuable skills and experience veterans gain in the Australia Defence Force are transferrable to any number of civilian roles and organisations – they might just not be spelt out in the way you would expect on a CV.
The 2024 Prime Minister’s National Veteran Employment Awards are part of the Australian Government’s $24 million Veteran Employment Program.
The Awards come at a time when the Government is working to respond to the final report of the Royal Commission into Defence and Veteran Suicide, a culmination of the most significant and comprehensive inquiry conducted into suicide and suicidality in the Defence and veteran community.
Quotes attributable to the Prime Minister, Anthony Albanese:
“It’s an honour to recognise the incredible efforts of these individuals and organisations in the veteran employment space.”
“These Awards serve as a powerful reminder of the remarkable contributions veterans make to the community each and every day. Congratulations to all the winners.”
Quotes attributable to the Minister for Veterans’ Affairs and Defence Personnel, Matt Keogh:
“These awards demonstrate just how much the veteran community has to offer after their Australian Defence Force service.
The Royal Commission made it clear that there is more to do to improve transition for veterans, we’re taking that seriously and the Veteran Employment Program plays a significant part in that.”
A full list of winners is below.
Category
Winner
Veteran Employee of the Year
Callan Gardner
Veteran Entrepreneur of the Year
Nadia Teong
Veterans Psychology
Partner Employee of the Year
Eden Santos
Partner Entrepreneur of the Year
Dr Annabel McGuire
Gripfast Consulting
Employer of the Year - Large
Serco Australia
Employer of the Year - Medium
Veteran Mentors
Employer of the Year - Small
The Oasis Townsville
Excellence in Supporting Veteran and/or Partner Employment- National
AeroPM
Excellence in Supporting Veteran and/or Partner Employment- Regional
The Oasis Townsville
Outstanding Contribution to Veteran and/or Partner Employment
Geoff Evans
Outstanding Employer of the Year
Veteran Mentors
For more information about the Awards and the 2024 winners, please visit the Prime Minister’s National Veteran Employment Program website
https://www.veteransemployment.gov.au/
Media contact
Stephanie Mathews (Minister Keogh’s Office):
0407 034 485
DVA Media:
media.team@dva.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/joint-statement-we-remember-them,Joint Statement - We remember them,"When people think of those who pull on a uniform bearing Australia’s flag, they often think of
those heading into war or conflict.
But there are also those who have done, and continue to do so, to maintain peace.
November 11 is the anniversary of the armistice which ended the First World War in 1918.
In the years since, Remembrance Day has become a day where we turn our minds to all of
those who have served our nation – in war, conflict and peacekeeping operations – and the
103,000 Australians who have fallen.
In September, we commemorated the 25th anniversary of Australian service in Timor-Leste.
Around 5,500 Australian service personnel were initially deployed there as part of the
International Force East Timor, the largest deployment of Australian troops since the Vietnam
War. We pay tribute to the six Australians who tragically lost their lives as a result of their
service in Timor-Leste.
Today, Australian Defence Force personnel continue to support peacekeeping efforts across the
globe – part of the more than 2,500 members currently deployed on operations.
This year also marks the 10th anniversary of the conclusion of Operation SLIPPER, honouring
all who served in Afghanistan as part of Australia's longest war.
An estimated 39,000 Australian Defence Force personnel were deployed during more than a
decade of combat operations in Afghanistan, including an estimated 26,000 deployed for
Operation SLIPPER. We remember the 41 members of our Defence Force who were killed in
Afghanistan and we acknowledge those who returned with injury, both seen and unseen.
On this day 106 years ago, the guns fell silent on the Western Front. After years of bloodshed,
red poppies began to bloom on the devastated battlefields across Europe.
Those poppies became a symbol of sacrifice and hope. We still cherish them as our flower of
remembrance.
As we wear those poppies today, we pause to pay tribute to all of the Australians who have
served in our Defence Force for their commitment and sacrifice to our nation.
We will remember them. Lest we forget.
Media contact
Deputy Prime Minister's Office:
dpm.media@defence.gov.au
|
02 6277 7800
Stephanie Mathews (Minister Keogh’s Office):
0407 034 485
DVA Media:
media.team@dva.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608"
https://minister.dva.gov.au/news-and-media/minister/over-37-million-grant-funding-veteran-wellbeing,Over $3.7 million in grant funding for veteran wellbeing,"The physical and mental wellbeing of Australia’s veterans is a key priority for the Albanese Labor Government.
I’m proud to announce more than $3.7 million has been allocated to community organisations all over the country through the 2023-24 Veteran Wellbeing Grants program.
Sixty-nine grants will be awarded to deliver community-based projects and activities that benefit veteran health and wellbeing.
Organisations like RSL Victoria, who will receive $37,000 to support a team of veterans to participate in wheelchair AFL competitions.
Activities like this not only help maintain the physical health of veterans, they provide the opportunity to connect with others, delivering ongoing mental healthbenefits.
It was fantastic to see the wide variety of successful applications this year with activities including mentoring training, healthy cooking courses, music programs, trauma informed yoga workshops and sporting programs.
The full list of recipients for the 2023-24 round is below
.
The 2024-25 round of the Veteran Wellbeing Grants program will open in November. For further information, please visit the DVA website
www.dva.gov.au/vwg
.
Media contact
Stephanie Mathews (Minister Keogh’s Office):
0407 034 485
DVA Media:
media.team@dva.gov.au
Open Arms – Veterans & Families Counselling
provides 24/7 free confidential crisis support for current and ex-serving ADF personnel and their families on
1800 011 046
or the
Open Arms website
.
Safe Zone Support
provides anonymous counselling on
1800 142 072
.
Defence All-Hours Support Line
provides support for ADF personnel on
1800 628 036
or the
Defence Health Portal
.
Defence Member and Family Helpline
provides support for Defence families on
1800 624 608
AUSTRALIAN CAPITAL TERRITORY
Recipient
Funding description
Amount
Vietnam Veterans and Veterans Federation ACT Inc.
Audio-visual equipment
$2,077.00
Vietnam Veterans and Veterans Federation ACT Inc.
Facilities upgrade
$2,090.00
Vietnam Veterans and Veterans Federation ACT Inc.
Facilities upgrade
$3,780.00
Soldier On
Emotional Intelligence for Veteran Parents - Strengthening Bonds and Resilience in Veteran Families
$46,000.00
Soldier On
Veterans’ Culinary Wellness Program
$50,000.00
RSL Australia ACT Branch
Social connectedness program
$1,650.00
Soldier On
Strengthening Veterans Through Equine-Assisted Therapy
$122,770.57
The Royal Australian Regiment Foundation
Mentor and mentee program
$109,153.00
Frontline Yoga Inc.
Mental wellbeing and mindfulness program
$90,792.00
SUB TOTAL
$428,312.57
NEW SOUTH WALES
Recipient
Funding description
Amount
The Partners of Veterans Association of Australia - NSW Branch Inc.
Veterans and families wellbeing retreat
$16,030.00
RSL LifeCare Ltd
Facilities upgrade
$25,179.20
RSL LifeCare Ltd
Social connectedness and wellbeing program
$45,746.00
Nordoff-Robbins Music Therapy Australia Ltd
Community music engagement program
$49,600.00
RSLA (NSW Branch)
Social connectedness and wellbeing program
$8,548.00
Australian International Military Games
Surf therapy program
$47,323.55
Vietnam Veterans Association of Australia St Mary's Outpost Sub Branch Inc.
Social connectedness and wellbeing program
$38,500.00
National Rugby League Ltd
The Battlefields to Footy Fields program
$150,000.00
Veterans Centre Mid-North Coast Inc.
Facilities upgrade
$149,050.00
Australian War Widows NSW Ltd
Women in Leadership Development program
$92,000.00
Nordoff-Robbins Music Therapy Australia Ltd
Guitars for Vets program expansion
$87,000.00
SUB TOTAL
$708,976.75
QUEENSLAND
Recipient
Funding description
Amount
The Legacy Club Of Brisbane Ltd
Grief Education Camps
$40,521.64
Bundaberg District Women Veterans Inc.
Wellbeing Activities Program
$11,250.00
RSLA (QLD Branch) Currumbin Palm Beach
Veteran Unity - Social Connectedness and Wellbeing Program
$50,000.00
RSLA  (QLD Branch) Murgon Sub Branch Inc.
Facilities upgrade
$42,948.00
RSLA (QLD Branch) Bribie Island Sub Branch
Purchase and provision of equipment
$48,519.00
RSLA (QLD Branch) Gympie Sub Branch Inc.
Gympie Veteran Centre Health and Wellbeing Initiative
$18,358.44
Caboolture-Morayfield RSLA (QLD Branch)
Facilities upgrade
$21,970.00
RSLA (QLD Branch) Bribie Island Sub Branch
Breaking the Barriers Program
$18,270.00
The Athena Project
Advocacy Support Network and training program
$25,000.00
The Oasis Townsville Ltd
Back on Track program
$27,500.00
Btstraps Inc.
Health and wellness project
$26,749.80
RSLA (QLD Branch) Mareeba Sub Branch Inc.
Health and wellbeing project
$29,000.00
Diggers Rest @ Diggers Rest Pty Ltd
Veterans helping Veterans program
$25,668.00
Australian Flying Corps and Royal Australian Air Force Association QLD Division Inc.
Social connectedness activities
$8,800.00
RSLA Agnes Water/1770 Sub Branch (QLD Branch)
Facilities upgrade
$13,815.45
RSLA (QLD Branch) South Eastern District Ltd
Social connectedness activities
$3,600.00
Veteran Gaming Australia Ltd
Social connectedness events
$138,818.00
Far North Queensland Legacy Club Inc.
Delivery of a project aimed at enhancing accessibility to services and support for veteran families
$142,697.90
Gateway Care Ltd
Music and creativity workshops
$70,000.00
National Servicemen's Association of Australia (Qld) Inc.
Facilities upgrade
$83,814.00
Veteran Support Force Ltd
Veteran Games 2024
$150,000.00
Yabun Panjoo Aboriginal Corporation
Cultural and wellbeing camps
$117,165.00
The Oasis Townsville Ltd
Social connectedness arts program
$85,750.00
Association of Veteran Surfers Inc.
Battle on the Break surfing competition
$48,400.00
SUB TOTAL
$1,248,615.23
SOUTH AUSTRALIA
Recipient
Funding description
Amount
Frontline Mental Health Pty Ltd
Mental health and wellbeing program
$50,000.00
A Stable Life Counselling Service Pty Ltd
Building project to enhance equine activities program
$7,686.00
Magill RSL Sub Branch Inc.
Facilities upgrade
$22,035.00
Simple Healthcare Solutions Pty Ltd
Produce podcasts
$50,000.00
RSL (Mount Gambier Sub Branch and Memorial Club) Inc.
Purchase a screen and projector
$11,773.18
RSL Care South Australia Inc.
Upgrades to affordable housing sites
$68,930.00
Lidia Hall - Resolute Ready
Education Backpack: An online tool to assist ADF children’s transition into civilian life
$72,000.00
RSL Henley and Grange Sub Branch Inc.
Health, wellbeing and social connectedness workshops
$124,117.00
SUB TOTAL
$406,541.18
TASMANIA
Recipient
Funding description
Amount
Tasmanian Adventure Cruises Pty Ltd
On Water Skills courses
$49,850.00
Launceston RSL Sub Branch Inc.
Facilities upgrade
$14,864.00
Devonport RSL Sub Branch Inc.
Facilities upgrade
$11,260.00
Lindisfarne RSL Sub Branch Inc.
Social connectedness activities
$6,500.00
SUB TOTAL
$82,474.00
VICTORIA
Recipient
Funding description
Amount
Berwick RSL Sub Branch Inc.
Facilities upgrade
$23,419.08
RSLA (Victorian Branch) Inc.
Support a team of veterans to participate in wheelchair AFL competitions
$37,000.00
Inverloch RSL Sub Branch Inc.
Bonsai tree educational workshop
$11,650.00
Goorambat Veterans' Retreat Inc.
Facilities upgrade
$50,000.00
Seaford RSL Sub Branch Inc.
Social connectedness activities
$7,410.00
RSLA (Victorian Branch) Inc.
Female veterans’ advisory group and initiatives
$94,000.00
Vasey RSL Care Limited
V Centre – Veteran Empowerment Program (Vehicles)
$142,439.00
My Inspiration Never Dies Pty Ltd
Wellbeing workshops
$110,909.00
SUB TOTAL
$476,827.08
WESTERN AUSTRALIA
Recipient
Funding description
Amount
The Resilience Shield Pty Ltd
Female-only veteran retreat
$41,938.75
Hudson Road Family Centre Inc.
Connecting Veterans support group, social connectedness and wellbeing activities
$46,220.00
Invisible Injuries Australia Ltd
Resilience in the Real World Project
$42,120.00
The Resilience Shield Pty Ltd
Veterans' Resilience Mentors Program
$149,397.36
RSLA WA Branch Inc. - Own Right
Veteran wellness retreats
$134,780.00
SUB TOTAL
$414,456.11
TOTAL: $3,766,202.92"
